Date,Open,High,Low,Close,Adj Close,Volume
"Apr 7, 2017",5674.02,5677.73,5643.36,5653.50,5653.50,64404200.00
"Apr 6, 2017",5668.32,5680.25,5645.32,5680.25,5680.25,68797100.00
"Apr 5, 2017",5668.01,5676.99,5644.80,5676.99,5676.99,83898800.00
"Apr 4, 2017",5611.68,5654.41,5608.53,5651.83,5651.83,106415400.00
"Apr 3, 2017",5583.36,5616.95,5581.32,5606.80,5606.80,81392100.00
"Mar 31, 2017",5589.53,5606.03,5568.12,5568.12,5568.12,73764600.00
"Mar 30, 2017",5581.13,5592.96,5555.38,5592.96,5592.96,98370200.00
"Mar 29, 2017",5552.79,5592.78,5552.79,5592.52,5592.52,72492200.00
"Mar 27, 2017",5557.93,5567.44,5531.34,5541.21,5541.21,62855600.00
"Mar 24, 2017",5565.63,5581.19,5546.84,5567.14,5567.14,64734100.00
"Mar 23, 2017",5539.65,5576.68,5532.66,5563.77,5563.77,71128500.00
"Mar 22, 2017",5512.74,5534.10,5486.86,5534.10,5534.10,81597500.00
"Mar 21, 2017",5541.06,5554.45,5525.99,5543.10,5543.10,78762300.00
"Mar 20, 2017",5552.40,5566.94,5510.28,5533.10,5533.10,83916000.00
"Mar 17, 2017",5539.83,5557.99,5499.40,5540.44,5540.44,87948800.00
"Mar 16, 2017",5461.92,5518.25,5458.43,5518.25,5518.25,79972200.00
"Mar 15, 2017",5433.69,5447.50,5424.53,5432.39,5432.39,75739600.00
"Mar 14, 2017",5415.96,5449.77,5412.97,5431.59,5431.59,82241800.00
"Mar 13, 2017",5389.21,5409.38,5386.35,5409.38,5409.38,70965500.00
"Mar 10, 2017",5414.93,5415.73,5369.76,5390.69,5390.69,79484800.00
"Mar 9, 2017",5393.95,5405.60,5387.01,5402.40,5402.40,69424400.00
"Mar 8, 2017",5407.54,5415.24,5390.02,5393.77,5393.77,72878500.00
"Mar 7, 2017",5416.03,5427.92,5386.33,5402.63,5402.63,96160400.00
"Mar 6, 2017",5398.06,5409.83,5386.84,5409.83,5409.83,102030600.00
"Mar 3, 2017",5402.59,5410.91,5384.80,5391.22,5391.22,106883400.00
"Mar 2, 2017",5394.74,5431.18,5394.74,5408.26,5408.26,74167000.00
"Mar 1, 2017",5389.18,5392.80,5350.92,5363.07,5363.07,80795600.00
"Feb 28, 2017",5390.35,5405.80,5386.70,5386.70,5386.70,82270600.00
"Feb 27, 2017",5387.83,5393.67,5368.43,5382.88,5382.88,102443500.00
"Feb 24, 2017",5371.03,5391.27,5370.80,5385.92,5385.92,116360700.00
"Feb 23, 2017",5348.37,5373.65,5347.87,5372.76,5372.76,174887600.00
"Feb 22, 2017",5353.12,5360.42,5331.44,5358.69,5358.69,189512900.00
"Feb 21, 2017",5363.62,5375.71,5336.84,5340.10,5340.10,209661500.00
"Feb 20, 2017",5358.56,5373.10,5351.03,5359.30,5359.30,107921200.00
"Feb 17, 2017",5366.86,5370.34,5340.87,5350.94,5350.94,179271900.00
"Feb 16, 2017",5389.08,5395.29,5357.72,5378.01,5378.01,218393700.00
"Feb 14, 2017",5402.57,5409.36,5370.50,5380.68,5380.68,142907500.00
"Feb 13, 2017",5396.57,5418.39,5388.69,5409.57,5409.57,182414000.00
"Feb 10, 2017",5378.93,5400.18,5371.68,5371.68,5371.68,167200000.00
"Feb 9, 2017",5366.35,5384.97,5363.48,5372.09,5372.09,258337100.00
"Feb 8, 2017",5380.12,5382.08,5349.47,5361.10,5361.10,325033400.00
"Feb 7, 2017",5387.66,5396.11,5380.61,5381.49,5381.49,171422900.00
"Feb 6, 2017",5369.53,5396.01,5369.45,5396.01,5396.01,153355200.00
"Feb 3, 2017",5355.28,5366.45,5354.60,5360.78,5360.78,13055400.00
"Feb 2, 2017",5327.03,5353.72,5326.10,5353.72,5353.72,165664500.00
"Feb 1, 2017",5319.95,5341.49,5317.51,5327.17,5327.17,256731400.00
"Jan 31, 2017",5316.68,5321.36,5294.11,5294.11,5294.11,191451600.00
"Jan 30, 2017",5321.56,5331.53,5302.67,5302.67,5302.67,193337900.00
"Jan 27, 2017",5304.97,5321.69,5297.26,5312.85,5312.85,142739500.00
"Jan 26, 2017",5305.12,5327.52,5291.45,5317.64,5317.64,190768100.00
"Jan 25, 2017",5302.88,5310.68,5287.14,5293.79,5293.79,269423400.00
"Jan 24, 2017",5267.74,5297.50,5267.74,5292.10,5292.10,147150800.00
"Jan 23, 2017",5250.64,5265.45,5228.30,5250.98,5250.98,147556800.00
"Jan 20, 2017",5290.57,5293.09,5243.76,5254.32,5254.32,153081800.00
"Jan 19, 2017",5302.22,5309.96,5288.59,5298.96,5298.96,85392800.00
"Jan 18, 2017",5273.30,5294.79,5273.30,5294.79,5294.79,113444600.00
"Jan 17, 2017",5266.93,5287.13,5265.61,5266.95,5266.95,86901800.00
"Jan 16, 2017",5283.63,5291.51,5270.02,5270.02,5270.02,73077600.00
"Jan 13, 2017",5299.06,5310.43,5272.99,5272.99,5272.99,70293600.00
"Jan 12, 2017",5301.05,5322.43,5292.76,5292.76,5292.76,100764000.00
"Jan 11, 2017",5316.16,5322.99,5301.25,5301.25,5301.25,84703100.00
"Jan 10, 2017",5330.03,5331.14,5292.07,5309.93,5309.93,70792500.00
"Jan 9, 2017",5350.89,5360.07,5307.59,5316.37,5316.37,97010200.00
"Jan 6, 2017",5321.76,5350.26,5318.39,5347.03,5347.03,71615300.00
"Jan 5, 2017",5302.64,5328.50,5302.64,5325.51,5325.51,77219400.00
"Jan 4, 2017",5270.03,5312.97,5249.24,5301.19,5301.19,53111300.00
"Jan 3, 2017",5290.40,5292.19,5246.86,5275.98,5275.98,33217000.00
"Dec 30, 2016",5307.38,5334.80,5296.72,5296.72,5296.72,60042700.00
"Dec 29, 2016",5205.28,5311.63,5200.28,5302.58,5302.58,54184200.00
"Dec 28, 2016",5140.15,5213.28,5139.78,5209.45,5209.45,52440100.00
"Dec 27, 2016",5028.37,5112.79,5028.21,5102.96,5102.96,56151600.00
"Dec 23, 2016",5036.30,5078.24,5022.86,5027.71,5027.71,51530100.00
"Dec 22, 2016",5114.41,5120.37,5032.92,5042.88,5042.88,52470700.00
"Dec 21, 2016",5179.04,5188.96,5111.40,5111.40,5111.40,54114100.00
"Dec 20, 2016",5179.19,5194.74,5142.40,5162.49,5162.49,71959000.00
"Dec 19, 2016",5224.08,5240.44,5190.94,5191.92,5191.92,60026700.00
"Dec 16, 2016",5260.14,5263.02,5231.66,5231.66,5231.66,58386700.00
"Dec 15, 2016",5230.57,5266.07,5210.64,5254.37,5254.37,64359300.00
"Dec 14, 2016",5287.20,5306.35,5259.69,5262.83,5262.83,51760500.00
"Dec 13, 2016",5296.20,5300.73,5264.75,5293.63,5293.63,53794200.00
"Dec 9, 2016",5297.56,5308.14,5284.78,5308.14,5308.14,49814700.00
"Dec 8, 2016",5268.25,5303.74,5263.45,5303.74,5303.74,65715900.00
"Dec 7, 2016",5272.11,5273.53,5229.81,5265.38,5265.38,60338200.00
"Dec 6, 2016",5279.99,5288.92,5259.20,5272.97,5272.97,66277100.00
"Dec 5, 2016",5239.91,5280.33,5239.91,5268.32,5268.32,69209000.00
"Dec 2, 2016",5207.93,5250.30,5199.15,5245.97,5245.97,77029900.00
"Dec 1, 2016",5168.64,5211.93,5168.08,5198.76,5198.76,109410600.00
"Nov 30, 2016",5148.92,5182.15,5146.53,5148.92,5148.92,116497500.00
"Nov 29, 2016",5108.76,5164.59,5108.76,5136.68,5136.68,124696800.00
"Nov 28, 2016",5111.43,5120.87,5091.62,5114.58,5114.58,121168300.00
"Nov 25, 2016",5097.12,5129.76,5096.68,5122.11,5122.11,84213300.00
"Nov 24, 2016",5179.23,5194.25,5102.43,5107.63,5107.63,78976000.00
"Nov 23, 2016",5192.36,5212.01,5182.36,5212.01,5212.01,86828200.00
"Nov 22, 2016",5140.67,5204.68,5140.53,5204.68,5204.68,97703800.00
"Nov 21, 2016",5150.84,5158.77,5130.45,5148.33,5148.33,91116600.00
"Nov 18, 2016",5195.09,5196.92,5139.22,5170.12,5170.12,71630400.00
"Nov 17, 2016",5180.49,5202.32,5162.82,5193.03,5193.03,75311800.00
"Nov 16, 2016",5112.51,5201.18,5112.51,5185.47,5185.47,80425400.00
"Nov 15, 2016",5121.49,5169.37,5073.43,5078.51,5078.51,76584600.00
"Nov 14, 2016",5194.94,5196.79,5043.36,5115.75,5115.75,91613700.00
"Nov 11, 2016",5380.65,5380.70,5231.98,5231.98,5231.98,9788202500.00
"Nov 10, 2016",5444.05,5482.12,5443.74,5450.32,5450.32,86519300.00
"Nov 9, 2016",5478.04,5491.71,5345.14,5414.33,5414.33,107152200.00
"Nov 8, 2016",5407.40,5476.08,5407.40,5470.69,5470.69,9734142100.00
"Nov 7, 2016",5361.03,5395.34,5341.87,5386.22,5386.22,83980500.00
"Nov 4, 2016",5310.79,5362.67,5303.37,5362.67,5362.67,63398900.00
"Nov 3, 2016",5395.88,5402.06,5329.51,5329.51,5329.51,71645500.00
"Nov 2, 2016",5415.03,5420.37,5393.52,5405.47,5405.47,95507600.00
"Nov 1, 2016",5430.76,5439.04,5415.04,5416.02,5416.02,80147600.00
"Oct 31, 2016",5413.58,5429.08,5406.02,5422.55,5422.55,135128600.00
"Oct 28, 2016",5414.52,5426.27,5402.44,5410.28,5410.28,109309200.00
"Oct 27, 2016",5405.71,5427.54,5403.87,5416.85,5416.85,333149600.00
"Oct 26, 2016",5387.71,5406.59,5381.71,5399.69,5399.60,198835200.00
"Oct 25, 2016",5426.12,5436.22,5397.83,5397.83,5397.67,85020700.00
"Oct 24, 2016",5415.49,5433.35,5411.89,5421.01,5420.85,81119800.00
"Oct 21, 2016",5407.24,5416.96,5395.43,5409.25,5409.09,79093700.00
"Oct 20, 2016",5409.80,5423.30,5395.31,5403.70,5403.54,201336300.00
"Oct 19, 2016",5436.29,5445.81,5402.16,5409.30,5409.09,116737500.00
"Oct 18, 2016",5424.68,5446.84,5422.93,5430.06,5429.85,62742900.00
"Oct 17, 2016",5390.97,5422.36,5386.23,5410.31,5410.10,61546400.00
"Oct 14, 2016",5338.71,5408.78,5332.09,5399.89,5399.68,55367700.00
"Oct 13, 2016",5368.23,5384.57,5339.49,5340.41,5340.20,52638100.00
"Oct 12, 2016",5364.36,5380.57,5350.40,5364.62,5364.41,55480600.00
"Oct 11, 2016",5372.70,5385.77,5345.08,5382.01,5381.80,84864400.00
"Oct 10, 2016",5371.01,5397.16,5352.83,5360.84,5360.63,64774600.00
"Oct 7, 2016",5403.84,5409.21,5363.48,5377.16,5376.95,59414300.00
"Oct 6, 2016",5428.46,5447.27,5390.10,5409.35,5409.14,71799300.00
"Oct 5, 2016",5458.01,5460.18,5399.23,5420.66,5420.45,65033700.00
"Oct 4, 2016",5475.64,5482.85,5460.72,5472.33,5472.11,53748000.00
"Oct 3, 2016",5403.87,5463.93,5403.87,5463.93,5463.71,53888800.00
"Sep 30, 2016",5412.39,5437.98,5364.81,5364.81,5364.61,53630200.00
"Sep 29, 2016",5442.83,5474.32,5431.97,5431.97,5431.76,69425300.00
"Sep 28, 2016",5390.77,5432.99,5382.25,5425.35,5425.14,67191800.00
"Sep 27, 2016",5336.56,5419.61,5295.67,5419.61,5419.40,50958300.00
"Sep 26, 2016",5375.17,5375.89,5337.03,5352.15,5351.94,37701800.00
"Sep 23, 2016",5375.72,5388.92,5355.93,5388.92,5388.71,43903000.00
"Sep 22, 2016",5382.33,5411.62,5368.57,5380.27,5380.06,47353800.00
"Sep 21, 2016",5295.89,5348.01,5275.20,5342.60,5342.39,46464800.00
"Sep 20, 2016",5323.31,5336.26,5298.29,5302.50,5302.30,54051100.00
"Sep 19, 2016",5289.13,5331.98,5286.15,5321.85,5321.64,33639200.00
"Sep 16, 2016",5287.43,5305.10,5252.26,5267.78,5267.57,47385800.00
"Sep 15, 2016",5160.76,5270.50,5158.74,5265.83,5265.62,45898400.00
"Sep 14, 2016",5188.41,5189.37,5128.18,5146.05,5145.85,50757500.00
"Sep 13, 2016",5266.12,5268.55,5211.88,5215.58,5215.37,43786000.00
"Sep 9, 2016",5355.35,5358.52,5281.93,5281.93,5281.72,43296700.00
"Sep 8, 2016",5383.07,5383.55,5364.62,5371.09,5370.88,41376500.00
"Sep 7, 2016",5382.23,5393.10,5357.53,5381.36,5381.15,37206200.00
"Sep 6, 2016",5363.05,5373.22,5342.57,5372.11,5371.90,41155400.00
"Sep 5, 2016",5378.64,5396.93,5347.60,5356.96,5356.76,49406800.00
"Sep 2, 2016",5323.58,5359.92,5323.05,5353.47,5353.26,46566900.00
"Sep 1, 2016",5368.53,5376.65,5320.09,5334.56,5334.35,47156400.00
"Aug 31, 2016",5355.13,5399.17,5353.30,5386.09,5385.88,49524600.00
"Aug 30, 2016",5368.58,5388.65,5336.72,5362.33,5362.12,56546900.00
"Aug 29, 2016",5425.16,5426.23,5348.06,5370.77,5370.56,54184900.00
"Aug 26, 2016",5454.08,5456.65,5419.75,5438.84,5438.63,63101200.00
"Aug 25, 2016",5413.10,5454.13,5412.54,5454.13,5453.91,48041800.00
"Aug 24, 2016",5406.82,5418.46,5385.25,5403.10,5403.79,55692400.00
"Aug 23, 2016",5434.05,5438.51,5351.08,5417.15,5416.94,59172200.00
"Aug 22, 2016",5425.91,5435.20,5398.80,5427.18,5426.97,64659600.00
"Aug 19, 2016",5468.02,5470.99,5416.05,5416.05,5415.83,46129700.00
"Aug 18, 2016",5387.78,5461.46,5386.13,5461.46,5461.25,51925600.00
"Aug 16, 2016",5341.94,5377.43,5338.65,5371.86,5371.65,43406600.00
"Aug 15, 2016",5390.03,5396.96,5296.60,5320.57,5320.36,56913800.00
"Aug 12, 2016",5432.84,5449.07,5366.35,5377.21,5376.10,46370500.00
"Aug 11, 2016",5438.10,5455.81,5397.32,5419.10,5418.89,88527100.00
"Aug 10, 2016",5439.77,5457.13,5405.90,5423.96,5423.75,88003800.00
"Aug 9, 2016",5459.90,5476.23,5428.69,5440.30,5440.09,69806100.00
"Aug 8, 2016",5435.22,5458.99,5427.28,5458.99,5458.78,61349000.00
"Aug 5, 2016",5380.12,5427.53,5377.43,5420.26,5420.05,57902200.00
"Aug 4, 2016",5365.02,5389.62,5357.63,5373.87,5373.66,56277200.00
"Aug 3, 2016",5367.59,5383.51,5331.34,5351.89,5351.68,59763500.00
"Aug 2, 2016",5356.92,5386.57,5356.44,5373.33,5373.12,63205300.00
"Aug 1, 2016",5280.22,5368.26,5279.60,5361.59,5361.38,62344100.00
"Jul 29, 2016",5300.91,5334.13,5215.10,5215.10,5215.80,68556100.00
"Jul 28, 2016",5278.51,5299.22,5255.48,5299.22,5299.02,55657300.00
"Jul 27, 2016",5245.41,5301.94,5245.41,5274.37,5274.17,49296300.00
"Jul 26, 2016",5218.28,5231.51,5200.63,5224.41,5224.20,50637700.00
"Jul 25, 2016",5201.46,5227.12,5197.82,5220.81,5220.61,37450800.00
"Jul 22, 2016",5215.18,5215.54,5179.63,5197.26,5197.06,40604200.00
"Jul 21, 2016",5246.31,5268.88,5213.10,5216.98,5216.78,63172100.00
"Jul 20, 2016",5185.60,5242.83,5185.60,5242.83,5242.63,51072100.00
"Jul 19, 2016",5132.91,5193.91,5132.91,5172.84,5172.64,52188500.00
"Jul 18, 2016",5107.93,5131.72,5093.16,5127.51,5127.31,49213200.00
"Jul 15, 2016",5090.26,5130.35,5090.26,5110.19,5109.99,49941000.00
"Jul 14, 2016",5125.70,5131.04,5081.04,5083.55,5083.35,52550300.00
"Jul 13, 2016",5112.10,5133.94,5090.60,5133.94,5133.74,58783300.00
"Jul 12, 2016",5092.18,5120.14,5075.57,5099.54,5099.34,58326000.00
"Jul 11, 2016",5021.25,5080.31,5018.41,5069.03,5068.83,42889500.00
"Jul 1, 2016",5027.63,5039.70,4971.59,4971.59,4971.40,40459000.00
"Jun 30, 2016",4999.89,5033.25,4996.41,5016.66,5016.46,54961500.00
"Jun 29, 2016",4905.99,4980.11,4905.99,4980.11,4979.92,40998400.00
"Jun 28, 2016",4836.14,4890.61,4835.44,4882.18,4881.99,47765500.00
"Jun 27, 2016",4804.06,4846.43,4795.97,4836.06,4835.87,38717800.00
"Jun 24, 2016",4878.06,4884.80,4754.37,4834.58,4834.39,57226600.00
"Jun 23, 2016",4896.81,4899.51,4856.06,4874.32,4874.13,53476900.00
"Jun 22, 2016",4876.88,4899.21,4876.88,4896.86,4896.67,57228200.00
"Jun 21, 2016",4873.45,4889.47,4868.24,4878.72,4878.53,51514400.00
"Jun 20, 2016",4849.70,4863.54,4828.60,4863.54,4863.35,43916600.00
"Jun 17, 2016",4825.74,4838.04,4806.61,4835.15,4834.97,42528600.00
"Jun 16, 2016",4819.24,4829.46,4801.88,4814.40,4814.21,39908400.00
"Jun 15, 2016",4811.24,4814.83,4789.10,4814.83,4814.65,53712900.00
"Jun 14, 2016",4797.63,4833.41,4792.55,4821.60,4821.41,62010100.00
"Jun 13, 2016",4838.03,4838.03,4807.24,4807.24,4807.05,67373300.00
"Jun 10, 2016",4882.28,4887.60,4848.07,4848.07,4847.88,77424800.00
"Jun 9, 2016",4913.02,4919.17,4876.80,4876.80,4876.61,43300300.00
"Jun 8, 2016",4928.10,4940.11,4892.64,4916.07,4915.88,37066100.00
"Jun 7, 2016",4908.26,4933.10,4907.52,4933.10,4933.81,42211700.00
"Jun 6, 2016",4862.58,4896.03,4860.64,4896.03,4895.84,31677400.00
"Jun 3, 2016",4845.43,4861.31,4839.09,4853.93,4853.74,2607634700.00
"Jun 2, 2016",4836.51,4860.87,4833.24,4833.24,4833.05,28193100.00
"Jun 1, 2016",4801.86,4851.75,4800.72,4839.68,4839.49,27373000.00
"May 31, 2016",4833.73,4836.38,4792.21,4796.88,4796.69,42407700.00
"May 30, 2016",4819.06,4845.13,4817.08,4836.04,4835.85,36790900.00
"May 27, 2016",4782.46,4814.74,4778.55,4814.74,4814.55,3112906900.00
"May 26, 2016",4777.58,4784.67,4761.47,4784.57,4784.39,30609400.00
"May 25, 2016",4733.90,4772.99,4733.56,4772.99,4772.80,36892200.00
"May 24, 2016",4738.17,4750.37,4710.80,4710.80,4710.61,33466000.00
"May 23, 2016",4714.69,4743.67,4714.69,4743.67,4743.49,27747200.00
"May 20, 2016",4698.98,4722.29,4690.57,4711.89,4711.70,29906000.00
"May 19, 2016",4733.48,4739.33,4691.58,4704.23,4704.04,30558600.00
"May 18, 2016",4721.91,4743.08,4713.73,4734.37,4734.18,36940600.00
"May 17, 2016",4737.18,4745.16,4717.27,4729.17,4728.98,34494500.00
"May 16, 2016",4745.48,4748.83,4720.25,4731.57,4731.39,29534000.00
"May 13, 2016",4801.20,4803.01,4745.92,4761.72,4761.54,34288500.00
"May 12, 2016",4795.75,4825.19,4792.22,4803.33,4803.14,30551600.00
"May 11, 2016",4781.15,4811.61,4770.38,4799.97,4799.79,27307500.00
"May 10, 2016",4749.53,4766.72,4728.55,4763.13,4762.94,31662200.00
"May 9, 2016",4808.53,4812.90,4745.51,4749.32,4749.14,32668900.00
"May 4, 2016",4808.66,4822.61,4765.42,4822.61,4822.42,37196200.00
"May 3, 2016",4818.98,4833.10,4806.04,4812.27,4812.09,3420718900.00
"May 2, 2016",4828.97,4835.53,4770.57,4808.33,4808.14,31240600.00
"Apr 29, 2016",4839.38,4839.64,4818.86,4838.59,4838.40,37300400.00
"Apr 28, 2016",4861.96,4877.18,4830.70,4848.40,4848.21,47575300.00
"Apr 27, 2016",4807.70,4845.67,4803.22,4845.67,4845.48,47033900.00
"Apr 26, 2016",4866.16,4866.39,4788.39,4814.10,4813.92,38074400.00
"Apr 25, 2016",4920.41,4920.41,4863.34,4878.87,4878.68,42334500.00
"Apr 22, 2016",4898.74,4917.60,4883.89,4914.75,4914.56,39258200.00
"Apr 21, 2016",4884.93,4906.84,4884.85,4903.10,4902.91,38051900.00
"Apr 20, 2016",4876.26,4883.15,4857.73,4876.61,4876.42,44144900.00
"Apr 19, 2016",4875.51,4886.51,4864.90,4881.94,4881.75,44507100.00
"Apr 18, 2016",4812.59,4865.54,4800.27,4865.54,4865.36,3041610200.00
"Apr 15, 2016",4834.91,4839.03,4793.15,4823.58,4823.39,36074500.00
"Apr 14, 2016",4872.24,4873.44,4814.86,4814.86,4814.67,44628800.00
"Apr 13, 2016",4846.99,4856.60,4831.58,4853.01,4852.83,67431700.00
"Apr 12, 2016",4788.43,4829.58,4776.99,4829.58,4829.40,37252800.00
"Apr 11, 2016",4833.36,4843.64,4766.82,4786.98,4786.80,33211700.00
"Apr 8, 2016",4839.66,4862.82,4829.45,4846.71,4846.53,42326600.00
"Apr 7, 2016",4884.84,4900.48,4858.51,4867.30,4867.11,49260900.00
"Apr 6, 2016",4863.07,4879.01,4861.59,4868.24,4868.05,47514100.00
"Apr 5, 2016",4848.86,4883.69,4843.17,4858.08,4857.89,33922100.00
"Apr 4, 2016",4840.16,4864.95,4838.99,4850.19,4849.10,37038800.00
"Apr 1, 2016",4843.40,4844.37,4819.94,4843.20,4843.01,30942800.00
"Mar 31, 2016",4827.11,4845.38,4808.27,4845.38,4845.19,50891800.00
"Mar 30, 2016",4797.16,4833.13,4792.27,4816.66,4816.48,38235200.00
"Mar 29, 2016",4767.54,4786.22,4760.09,4781.31,4781.12,33131800.00
"Mar 28, 2016",4809.20,4813.93,4757.81,4773.64,4773.45,29163800.00
"Mar 24, 2016",4836.63,4849.91,4817.73,4827.10,4826.91,34571400.00
"Mar 23, 2016",4850.18,4854.19,4822.35,4854.19,4853.10,42812300.00
"Mar 22, 2016",4870.91,4886.43,4833.71,4856.12,4855.93,36051400.00
"Mar 21, 2016",4871.26,4905.32,4865.25,4885.17,4884.98,37618600.00
"Mar 18, 2016",4889.91,4908.27,4858.59,4885.72,4885.53,51103000.00
"Mar 17, 2016",4883.18,4900.42,4869.82,4885.70,4885.51,49838900.00
"Mar 16, 2016",4848.62,4861.45,4837.59,4861.45,4861.26,42292200.00
"Mar 15, 2016",4880.89,4884.28,4843.93,4849.79,4849.60,44545000.00
"Mar 14, 2016",4839.04,4878.21,4835.28,4877.54,4877.35,44561400.00
"Mar 11, 2016",4784.25,4813.79,4777.01,4813.79,4813.60,31534700.00
"Mar 10, 2016",4791.69,4798.39,4761.39,4793.21,4793.03,33233700.00
"Mar 8, 2016",4831.06,4842.68,4776.08,4811.05,4810.86,40452100.00
"Mar 7, 2016",4860.22,4870.29,4821.47,4831.59,4831.40,45624500.00
"Mar 4, 2016",4844.50,4860.65,4802.39,4850.89,4850.70,45127100.00
"Mar 3, 2016",4848.92,4868.26,4812.87,4844.05,4843.86,38870000.00
"Mar 2, 2016",4808.87,4840.76,4808.26,4836.21,4836.02,34594900.00
"Mar 1, 2016",4760.25,4781.27,4758.89,4779.99,4779.81,32028500.00
"Feb 29, 2016",4738.30,4774.53,4722.10,4770.97,4770.78,26304100.00
"Feb 26, 2016",4695.83,4736.54,4691.43,4733.16,4732.97,27831900.00
"Feb 25, 2016",4681.10,4686.57,4652.87,4658.33,4658.15,31829200.00
"Feb 24, 2016",4643.83,4673.83,4627.65,4657.73,4657.55,26851200.00
"Feb 23, 2016",4715.21,4722.39,4628.92,4654.06,4653.88,35293100.00
"Feb 22, 2016",4701.42,4715.63,4682.39,4708.63,4708.45,26863900.00
"Feb 19, 2016",4744.26,4759.19,4680.15,4697.57,4697.39,34015700.00
"Feb 18, 2016",4784.05,4803.62,4760.25,4778.80,4778.62,47306600.00
"Feb 17, 2016",4738.43,4774.47,4737.43,4765.52,4765.33,43118200.00
"Feb 16, 2016",4745.10,4770.02,4726.60,4745.01,4744.83,37203200.00
"Feb 15, 2016",4749.79,4761.71,4729.84,4740.74,4740.55,32930700.00
"Feb 12, 2016",4757.72,4771.35,4710.55,4714.40,4714.22,26882200.00
"Feb 11, 2016",4724.01,4786.18,4724.01,4775.87,4775.68,36960300.00
"Feb 10, 2016",4748.55,4782.95,4726.02,4732.49,4732.31,28910100.00
"Feb 9, 2016",4773.78,4779.82,4736.58,4768.64,4768.45,22997900.00
"Feb 5, 2016",4674.62,4798.96,4673.10,4798.96,4798.77,37635400.00
"Feb 4, 2016",4607.05,4669.12,4607.05,4665.83,4665.65,32515500.00
"Feb 3, 2016",4553.14,4596.12,4545.15,4596.12,4595.94,23645400.00
"Feb 2, 2016",4598.95,4617.98,4586.31,4587.45,4587.27,30581900.00
"Feb 1, 2016",4620.16,4625.44,4559.90,4624.64,4624.46,26818600.00
"Jan 29, 2016",4611.95,4618.83,4568.45,4615.17,4614.99,35913800.00
"Jan 28, 2016",4582.73,4608.41,4579.51,4602.84,4602.66,31734400.00
"Jan 27, 2016",4526.23,4583.64,4526.23,4583.64,4583.46,36625500.00
"Jan 26, 2016",4489.70,4517.38,4483.30,4510.48,4510.30,22989000.00
"Jan 25, 2016",4483.62,4519.61,4465.22,4505.80,4505.62,28197300.00
"Jan 22, 2016",4446.43,4456.75,4421.07,4456.75,4456.58,27603800.00
"Jan 21, 2016",4447.76,4463.04,4408.81,4414.14,4413.96,24323700.00
"Jan 20, 2016",4477.16,4491.13,4427.99,4427.99,4427.82,26395500.00
"Jan 19, 2016",4486.60,4499.59,4464.74,4491.75,4491.57,23042100.00
"Jan 18, 2016",4491.33,4503.87,4471.25,4481.29,4481.11,21081300.00
"Jan 15, 2016",4518.99,4542.11,4516.14,4523.99,4523.81,2249218200.00
"Jan 14, 2016",4492.79,4526.52,4456.48,4513.19,4513.02,36253200.00
"Jan 13, 2016",4535.89,4559.52,4533.69,4537.19,4537.01,26689000.00
"Jan 12, 2016",4487.56,4526.21,4486.66,4512.54,4512.36,23702200.00
"Jan 11, 2016",4515.51,4517.95,4459.80,4465.49,4465.32,19983800.00
"Jan 8, 2016",4524.87,4550.92,4507.42,4546.30,4546.12,23991300.00
"Jan 7, 2016",4573.70,4577.65,4530.46,4530.46,4530.28,24018600.00
"Jan 6, 2016",4563.66,4639.25,4562.58,4608.99,4608.81,29976300.00
"Jan 5, 2016",4527.44,4594.35,4527.01,4557.83,4557.65,24364900.00
"Jan 4, 2016",4580.18,4603.83,4525.93,4525.93,4525.75,21276600.00
"Dec 30, 2015",4574.07,4595.52,4571.77,4593.02,4592.84,27466600.00
"Dec 29, 2015",4552.15,4569.37,4552.11,4569.37,4569.19,20088700.00
"Dec 28, 2015",4512.30,4568.14,4511.63,4557.36,4557.19,20487400.00
"Dec 23, 2015",4514.47,4522.66,4498.99,4522.66,4522.49,23935000.00
"Dec 22, 2015",4494.32,4517.58,4487.74,4517.58,4517.40,26019300.00
"Dec 21, 2015",4452.66,4490.69,4452.03,4490.69,4490.52,21633700.00
"Dec 18, 2015",4512.22,4514.55,4467.07,4468.66,4468.49,26687800.00
"Dec 17, 2015",4542.13,4555.97,4525.75,4555.97,4555.80,29164100.00
"Dec 16, 2015",4450.73,4483.46,4429.80,4483.46,4483.29,27097100.00
"Dec 15, 2015",4370.11,4409.18,4370.02,4409.18,4409.01,23128300.00
"Dec 14, 2015",4360.90,4374.20,4330.77,4374.20,4374.03,22081900.00
"Dec 11, 2015",4471.37,4473.06,4393.53,4393.53,4393.36,20329300.00
"Dec 10, 2015",4441.58,4473.78,4438.21,4466.22,4466.05,2373896100.00
"Dec 8, 2015",4495.27,4522.36,4464.19,4464.19,4464.02,25537200.00
"Dec 7, 2015",4523.92,4553.66,4521.40,4521.40,4521.23,22062000.00
"Dec 4, 2015",4513.58,4531.32,4501.46,4508.46,4508.29,23919700.00
"Dec 3, 2015",4526.50,4548.84,4518.83,4537.39,4537.22,21783400.00
"Dec 2, 2015",4559.16,4568.42,4541.68,4545.87,4545.70,24716100.00
"Dec 1, 2015",4504.23,4557.68,4504.23,4557.68,4557.50,25770400.00
"Nov 30, 2015",4527.42,4535.98,4446.47,4446.47,4446.30,43022200.00
